hash,variables,clauses,gbd_variables,gbd_clauses,family,author,result,filename,tracks,local_path
a14b9718d5072259d65bd96416767142,117,244,117,244,sgen,spence,unsat,a14b9718d5072259d65bd96416767142,crafted_2009,instances/a14b9718d5072259d65bd96416767142.cnf
2e587b60ddaab9f66380b045119e5086,118,314,118,314,xor-chain,zhang-lintao,unsat,2e587b60ddaab9f66380b045119e5086,"anni_2022,handmade_2003",instances/2e587b60ddaab9f66380b045119e5086.cnf
5b790545ddc358cc517cbab656823c86,118,314,118,314,xor-chain,zhang-lintao,unknown,5b790545ddc358cc517cbab656823c86,handmade_2002,instances/5b790545ddc358cc517cbab656823c86.cnf
9955badeaf0767ba430e3a928c71235b,118,314,118,314,xor-chain,zhang-lintao,unknown,9955badeaf0767ba430e3a928c71235b,handmade_2003,instances/9955badeaf0767ba430e3a928c71235b.cnf
a87f387d5ffd1e8830b064f620c9b0a9,118,314,118,314,xor-chain,zhang-lintao,unsat,a87f387d5ffd1e8830b064f620c9b0a9,"crafted_2011,crafted_2012,handmade_2002",instances/a87f387d5ffd1e8830b064f620c9b0a9.cnf
fbea753b116b100f95b24ddfea352629,118,314,118,314,xor-chain,zhang-lintao,unknown,fbea753b116b100f95b24ddfea352629,handmade_2003,instances/fbea753b116b100f95b24ddfea352629.cnf
0e34ad190b2ab46f219aab4bc8c1600e,120,193,119,193,hgen,heule,unsat,0e34ad190b2ab46f219aab4bc8c1600e,random_2003,instances/0e34ad190b2ab46f219aab4bc8c1600e.cnf
7e8b079e8b33a84b4c309486a706bb27,119,980,119,980,tseitin-formulas,simon,unsat,7e8b079e8b33a84b4c309486a706bb27,"anni_2022,handmade_2002",instances/7e8b079e8b33a84b4c309486a706bb27.cnf
5bf877536d1fa7e57c589cdd16e42fac,120,193,120,193,hgen,heule,unsat,5bf877536d1fa7e57c589cdd16e42fac,random_2003,instances/5bf877536d1fa7e57c589cdd16e42fac.cnf
9e240bc5ea384a967cf2f48c099f2b9b,120,197,120,197,hgen,heule,unsat,9e240bc5ea384a967cf2f48c099f2b9b,random_2003,instances/9e240bc5ea384a967cf2f48c099f2b9b.cnf
c31f64e36934747378efbea57f27b8ef,120,288,120,288,sgen,spence,sat,c31f64e36934747378efbea57f27b8ef,"anni_2022,crafted_2012,portfolio_2012",instances/c31f64e36934747378efbea57f27b8ef.cnf
ecaff0888c6df80cd6a17641e4a33276,120,288,120,288,sgen,spence,sat,ecaff0888c6df80cd6a17641e4a33276,"crafted_2011,crafted_2012",instances/ecaff0888c6df80cd6a17641e4a33276.cnf
a5455ab7672d15421165b71313b4e6f5,120,320,120,320,tseitin-formulas,jarvisalo,unsat,a5455ab7672d15421165b71313b4e6f5,"anni_2022,crafted_2005",instances/a5455ab7672d15421165b71313b4e6f5.cnf
b8a7c310f36a2aed7158ab37563f683a,120,320,120,320,tseitin-formulas,jarvisalo,unknown,b8a7c310f36a2aed7158ab37563f683a,crafted_2005,instances/b8a7c310f36a2aed7158ab37563f683a.cnf
deb540a5c799d5115e8480207f9f2aeb,120,320,120,320,tseitin-formulas,jarvisalo,unknown,deb540a5c799d5115e8480207f9f2aeb,crafted_2005,instances/deb540a5c799d5115e8480207f9f2aeb.cnf
2fb0bf7025799782ba3c5306e5115345,120,480,120,480,tseitin-formulas,jarvisalo,unsat,2fb0bf7025799782ba3c5306e5115345,"anni_2022,crafted_2005",instances/2fb0bf7025799782ba3c5306e5115345.cnf
9c05049a93e16ba4bffbcfa8dd346a95,120,480,120,480,tseitin-formulas,jarvisalo,unsat,9c05049a93e16ba4bffbcfa8dd346a95,crafted_2005,instances/9c05049a93e16ba4bffbcfa8dd346a95.cnf
c0c1bac2d78f11bc57d5ae42709e7bda,120,480,120,480,tseitin-formulas,jarvisalo,unsat,c0c1bac2d78f11bc57d5ae42709e7bda,crafted_2005,instances/c0c1bac2d78f11bc57d5ae42709e7bda.cnf
d35caf50ac810de6ae2693995894a629,120,484,120,484,battleship,skvortsov,sat,d35caf50ac810de6ae2693995894a629,"anni_2022,crafted_2011",instances/d35caf50ac810de6ae2693995894a629.cnf
010c9d7a6e9e6cac63f110915d9dd56e,120,516,120,516,coloring,pehoushek,unsat,010c9d7a6e9e6cac63f110915d9dd56e,"anni_2022,handmade_2002",instances/010c9d7a6e9e6cac63f110915d9dd56e.cnf
282495d34c2e00f29ba8bf809eb48f71,120,516,120,516,coloring,pehoushek,unsat,282495d34c2e00f29ba8bf809eb48f71,handmade_2002,instances/282495d34c2e00f29ba8bf809eb48f71.cnf
481a8926144c42398718048e16bcdb65,120,516,120,516,coloring,pehoushek,unsat,481a8926144c42398718048e16bcdb65,handmade_2002,instances/481a8926144c42398718048e16bcdb65.cnf
572243828b5ebcdd143fca8cbd439e01,120,516,120,516,coloring,pehoushek,unsat,572243828b5ebcdd143fca8cbd439e01,handmade_2002,instances/572243828b5ebcdd143fca8cbd439e01.cnf
5d95517d50dea8e83433d48fd420b9fb,120,516,120,516,coloring,pehoushek,unsat,5d95517d50dea8e83433d48fd420b9fb,handmade_2002,instances/5d95517d50dea8e83433d48fd420b9fb.cnf
710253dbed198f5bfa0cc1d95ebe29f1,120,516,120,516,coloring,pehoushek,unsat,710253dbed198f5bfa0cc1d95ebe29f1,handmade_2002,instances/710253dbed198f5bfa0cc1d95ebe29f1.cnf
7521a3243da2e1d51bc0c3be88730d82,120,516,120,516,coloring,pehoushek,unsat,7521a3243da2e1d51bc0c3be88730d82,handmade_2002,instances/7521a3243da2e1d51bc0c3be88730d82.cnf
777a5bc51e9f3c1bff071dbc8dca42aa,120,516,120,516,coloring,pehoushek,unsat,777a5bc51e9f3c1bff071dbc8dca42aa,handmade_2002,instances/777a5bc51e9f3c1bff071dbc8dca42aa.cnf
eb60b3bcadba3d85154b18ad80645a2d,120,516,120,516,coloring,pehoushek,unsat,eb60b3bcadba3d85154b18ad80645a2d,handmade_2002,instances/eb60b3bcadba3d85154b18ad80645a2d.cnf
fa9319ae10ba56ee48cceb1da1b4f58e,120,516,120,516,coloring,pehoushek,unsat,fa9319ae10ba56ee48cceb1da1b4f58e,handmade_2002,instances/fa9319ae10ba56ee48cceb1da1b4f58e.cnf
4cbb2f9e2f4572c5a3dc93f7545bc4fb,120,672,120,672,pigeon-hole,unknown,unsat,4cbb2f9e2f4572c5a3dc93f7545bc4fb,"anni_2022,crafted_2005",instances/4cbb2f9e2f4572c5a3dc93f7545bc4fb.cnf
c767cccc67510468759499bcd2274047,120,672,120,672,pigeon-hole,sabharwal,unsat,c767cccc67510468759499bcd2274047,"crafted_2007,crafted_2009,crafted_2012",instances/c767cccc67510468759499bcd2274047.cnf
2b60f9be1439f63b7f174c6b8ca7fedf,121,252,121,252,sgen,spence,unsat,2b60f9be1439f63b7f174c6b8ca7fedf,"anni_2022,crafted_2009,main_2024",instances/2b60f9be1439f63b7f174c6b8ca7fedf.cnf
414ac37dbc56099aa8e5d93f27e180ce,121,252,121,252,sgen,spence,unsat,414ac37dbc56099aa8e5d93f27e180ce,crafted_2011,instances/414ac37dbc56099aa8e5d93f27e180ce.cnf
23d7a7af88d26be6fcbe7e139271bdc0,121,726,121,726,battleship,skvortsov,unsat,23d7a7af88d26be6fcbe7e139271bdc0,"anni_2022,crafted_2011,crafted_2012",instances/23d7a7af88d26be6fcbe7e139271bdc0.cnf
2d6d26e1c5b4f2763c03697a6d00d3cf,125,510,125,510,subset-cardinality,elffers,unsat,2d6d26e1c5b4f2763c03697a6d00d3cf,"anni_2022,crafted_2016,main_2024",instances/2d6d26e1c5b4f2763c03697a6d00d3cf.cnf
331f18bb821e18e28dd4966386c1b3f4,125,887,125,887,hgen,heule,sat,331f18bb821e18e28dd4966386c1b3f4,random_2002,instances/331f18bb821e18e28dd4966386c1b3f4.cnf
56f1c62f109ed0f853e2dc04d2d46d2e,125,887,125,887,hgen,heule,sat,56f1c62f109ed0f853e2dc04d2d46d2e,random_2002,instances/56f1c62f109ed0f853e2dc04d2d46d2e.cnf
8be517bb0da13f6e7649e0e12b162236,125,887,125,887,hgen,heule,sat,8be517bb0da13f6e7649e0e12b162236,random_2002,instances/8be517bb0da13f6e7649e0e12b162236.cnf
d7dc02bc13724a00aefe0f946ad31a44,125,887,125,887,hgen,heule,sat,d7dc02bc13724a00aefe0f946ad31a44,random_2002,instances/d7dc02bc13724a00aefe0f946ad31a44.cnf
f0a8b47f0626ad7b166a5fa4c2fdd4fd,125,887,125,887,hgen,heule,sat,f0a8b47f0626ad7b166a5fa4c2fdd4fd,random_2002,instances/f0a8b47f0626ad7b166a5fa4c2fdd4fd.cnf
a61f47868b9f71881fd92ac83bf4e105,128,489,128,489,planning,maris,sat,a61f47868b9f71881fd92ac83bf4e105,"anni_2022,industrial_2005",instances/a61f47868b9f71881fd92ac83bf4e105.cnf
de9bd34a5878463915cd46541d047461,128,489,128,489,planning,maris,sat,de9bd34a5878463915cd46541d047461,industrial_2005,instances/de9bd34a5878463915cd46541d047461.cnf
d24e98d3e8f9ce352e81ffc56962eeba,128,493,128,493,planning,maris,sat,d24e98d3e8f9ce352e81ffc56962eeba,"anni_2022,industrial_2005",instances/d24e98d3e8f9ce352e81ffc56962eeba.cnf
f11bc18eee7bc8d4150ff0c8e5da8de3,128,493,128,493,planning,maris,sat,f11bc18eee7bc8d4150ff0c8e5da8de3,industrial_2005,instances/f11bc18eee7bc8d4150ff0c8e5da8de3.cnf
5aacd7fd4850b3712de14275906f1e29,128,896,128,896,mosoi-289,mosoi,sat,5aacd7fd4850b3712de14275906f1e29,"anni_2022,crafted_2011",instances/5aacd7fd4850b3712de14275906f1e29.cnf
b0da15e2ce92b55bed01e5d776da942a,129,268,129,268,sgen,spence,unsat,b0da15e2ce92b55bed01e5d776da942a,"anni_2022,crafted_2009",instances/b0da15e2ce92b55bed01e5d776da942a.cnf
52f0758b80219735043645a58651e0d3,129,526,129,526,subset-cardinality,elffers,unsat,52f0758b80219735043645a58651e0d3,"anni_2022,crafted_2016",instances/52f0758b80219735043645a58651e0d3.cnf
7ca897acf9e18dee55f60a3867fd07d4,130,346,130,346,xor-chain,zhang-lintao,unsat,7ca897acf9e18dee55f60a3867fd07d4,"anni_2022,handmade_2003",instances/7ca897acf9e18dee55f60a3867fd07d4.cnf
b6e4cbdc235c7948f8e281f3ecb96dac,130,346,130,346,xor-chain,zhang-lintao,unknown,b6e4cbdc235c7948f8e281f3ecb96dac,handmade_2002,instances/b6e4cbdc235c7948f8e281f3ecb96dac.cnf
b998b89d361c56de887aa62e0b1ac175,130,346,130,346,xor-chain,zhang-lintao,unknown,b998b89d361c56de887aa62e0b1ac175,handmade_2002,instances/b998b89d361c56de887aa62e0b1ac175.cnf
bf3d605af41d59da95524681518c1089,130,346,130,346,xor-chain,zhang-lintao,unknown,bf3d605af41d59da95524681518c1089,handmade_2003,instances/bf3d605af41d59da95524681518c1089.cnf
c47858e0ef8d26973dbf1a244325bf75,130,346,130,346,xor-chain,zhang-lintao,unknown,c47858e0ef8d26973dbf1a244325bf75,handmade_2003,instances/c47858e0ef8d26973dbf1a244325bf75.cnf
4a52b64c8e51d22844c1b40a140225fa,130,370,130,370,miter,biere,unsat,4a52b64c8e51d22844c1b40a140225fa,"anni_2022,industrial_2002",instances/4a52b64c8e51d22844c1b40a140225fa.cnf
53742d5ab42c7dcc531c21faceb25cea,132,738,132,738,pigeon-hole,unknown,unsat,53742d5ab42c7dcc531c21faceb25cea,"anni_2022,crafted_2005",instances/53742d5ab42c7dcc531c21faceb25cea.cnf
691f78a1bd57d79a37c654e538413d2b,132,738,132,738,pigeon-hole,unknown,unsat,691f78a1bd57d79a37c654e538413d2b,"crafted_2012,portfolio_2012",instances/691f78a1bd57d79a37c654e538413d2b.cnf
7f2eb9242206af0f3729f70cfca181fd,133,276,133,276,sgen,spence,unsat,7f2eb9242206af0f3729f70cfca181fd,"anni_2022,crafted_2011",instances/7f2eb9242206af0f3729f70cfca181fd.cnf
8f7ae5a737fdc0bbf1d48aaf3159f8fd,133,276,133,276,sgen,spence,unsat,8f7ae5a737fdc0bbf1d48aaf3159f8fd,"anni_2022,crafted_2009",instances/8f7ae5a737fdc0bbf1d48aaf3159f8fd.cnf
3c7895272d4123b866a3edb5a1f970c3,133,542,133,542,subset-cardinality,elffers,unsat,3c7895272d4123b866a3edb5a1f970c3,"anni_2022,crafted_2016",instances/3c7895272d4123b866a3edb5a1f970c3.cnf
ff363c5fb3ead7656452b8d90ff56acb,134,376,134,376,dining-philosophers,unknown,unsat,ff363c5fb3ead7656452b8d90ff56acb,mus_2011,instances/ff363c5fb3ead7656452b8d90ff56acb.cnf
0a6722970ab81da486ca8c79b85f6c59,134,630,134,630,miter,stanion,unsat,0a6722970ab81da486ca8c79b85f6c59,"anni_2022,handmade_2003",instances/0a6722970ab81da486ca8c79b85f6c59.cnf
5156e5983365d1c3e4c10be1ab9404e8,134,630,134,630,miter,stanion,unsat,5156e5983365d1c3e4c10be1ab9404e8,"anni_2022,handmade_2003",instances/5156e5983365d1c3e4c10be1ab9404e8.cnf
a0b76f95482dd0f2d575b8859c7bc549,134,630,134,630,miter,stanion,unsat,a0b76f95482dd0f2d575b8859c7bc549,"anni_2022,handmade_2003",instances/a0b76f95482dd0f2d575b8859c7bc549.cnf
5077bbe914a63da146d2f88652938e56,135,360,135,360,tseitin-formulas,jarvisalo,unsat,5077bbe914a63da146d2f88652938e56,"anni_2022,crafted_2005",instances/5077bbe914a63da146d2f88652938e56.cnf
7acebc45f48d2bf98a3025ca1b52ba65,135,360,135,360,tseitin-formulas,jarvisalo,unknown,7acebc45f48d2bf98a3025ca1b52ba65,crafted_2005,instances/7acebc45f48d2bf98a3025ca1b52ba65.cnf
eb309e8c818b1288540729e3c0e08b74,135,360,135,360,tseitin-formulas,jarvisalo,unknown,eb309e8c818b1288540729e3c0e08b74,crafted_2005,instances/eb309e8c818b1288540729e3c0e08b74.cnf
e9d3a00b12d744f582fe2159e74b1389,135,672,135,672,long-learned-clauses,markstrom,unknown,e9d3a00b12d744f582fe2159e74b1389,"anni_2022,crafted_2005,crafted_2011,crafted_2012,crafted_2013,portfolio_2012",instances/e9d3a00b12d744f582fe2159e74b1389.cnf
dd13d3c1ff64d2149723f8200ca49e16,137,558,137,558,subset-cardinality,elffers,unsat,dd13d3c1ff64d2149723f8200ca49e16,"anni_2022,crafted_2016",instances/dd13d3c1ff64d2149723f8200ca49e16.cnf
da842d9bdb3696fb5023d8a5d8ae4cd0,140,335,140,335,sgen,spence,sat,da842d9bdb3696fb5023d8a5d8ae4cd0,"crafted_2009,crafted_2012,crafted_2013",instances/da842d9bdb3696fb5023d8a5d8ae4cd0.cnf
7e3617b2007c1a6d15095840cf96ddd5,140,336,140,336,sgen,spence,unsat,7e3617b2007c1a6d15095840cf96ddd5,"anni_2022,crafted_2014",instances/7e3617b2007c1a6d15095840cf96ddd5.cnf
c28baed7605b97ac39bbcbc9cca876f2,140,336,140,336,sgen,spence,sat,c28baed7605b97ac39bbcbc9cca876f2,"crafted_2011,crafted_2012,crafted_2013,portfolio_2012",instances/c28baed7605b97ac39bbcbc9cca876f2.cnf
fec34da1be62ccac3d6ad60a513ce675,140,559,140,559,tseitin-formulas,jarvisalo,sat,fec34da1be62ccac3d6ad60a513ce675,"crafted_2007,crafted_2009,crafted_2012",instances/fec34da1be62ccac3d6ad60a513ce675.cnf
07f5f3ca046261c3819c5c888ac837e5,140,560,140,560,tseitin-formulas,jarvisalo,unsat,07f5f3ca046261c3819c5c888ac837e5,"anni_2022,crafted_2005",instances/07f5f3ca046261c3819c5c888ac837e5.cnf
0b8474efd7a2611adc90c2d1504a5a94,140,560,140,560,tseitin-formulas,jarvisalo,unknown,0b8474efd7a2611adc90c2d1504a5a94,crafted_2005,instances/0b8474efd7a2611adc90c2d1504a5a94.cnf
0d3b2660155c61516a3af4badabdeeab,140,560,140,560,tseitin-formulas,jarvisalo,unsat,0d3b2660155c61516a3af4badabdeeab,main_2019,instances/0d3b2660155c61516a3af4badabdeeab.cnf
1df683593e4914d3e762753406d5b4c5,140,560,140,560,tseitin-formulas,jarvisalo,unknown,1df683593e4914d3e762753406d5b4c5,crafted_2005,instances/1df683593e4914d3e762753406d5b4c5.cnf
837bebeb984d40f4932730f2ac5ece40,140,560,140,560,tseitin-formulas,jarvisalo,unsat,837bebeb984d40f4932730f2ac5ece40,crafted_2005,instances/837bebeb984d40f4932730f2ac5ece40.cnf
96b4edac9846b90fc2757052e0629f26,140,560,140,560,tseitin-formulas,jarvisalo,unknown,96b4edac9846b90fc2757052e0629f26,crafted_2005,instances/96b4edac9846b90fc2757052e0629f26.cnf
9e43f8cb2154b642a125471161c60282,140,560,140,560,tseitin-formulas,jarvisalo,unsat,9e43f8cb2154b642a125471161c60282,main_2019,instances/9e43f8cb2154b642a125471161c60282.cnf
d8bcd17a231453a867717f88be295419,140,560,140,560,tseitin-formulas,jarvisalo,unsat,d8bcd17a231453a867717f88be295419,"crafted_2007,crafted_2012,portfolio_2012",instances/d8bcd17a231453a867717f88be295419.cnf
f4000d6f02fb6184810ce4c4e929bb61,140,560,140,560,tseitin-formulas,jarvisalo,unsat,f4000d6f02fb6184810ce4c4e929bb61,crafted_2005,instances/f4000d6f02fb6184810ce4c4e929bb61.cnf
b7ca003c288436220bceec5e87b7251f,141,292,141,292,sgen,spence,unknown,b7ca003c288436220bceec5e87b7251f,crafted_2011,instances/b7ca003c288436220bceec5e87b7251f.cnf
ef901de4fdfe01598c33b37ac4e935c9,141,292,141,292,sgen,spence,unsat,ef901de4fdfe01598c33b37ac4e935c9,"anni_2022,crafted_2009",instances/ef901de4fdfe01598c33b37ac4e935c9.cnf
e273e0bf8ff1fa2a797b41f9a5f4beb5,141,574,141,574,subset-cardinality,elffers,unsat,e273e0bf8ff1fa2a797b41f9a5f4beb5,"anni_2022,crafted_2016",instances/e273e0bf8ff1fa2a797b41f9a5f4beb5.cnf
278b9675cbaff7baeeb3e519746eec8d,142,378,142,378,xor-chain,zhang-lintao,unsat,278b9675cbaff7baeeb3e519746eec8d,"anni_2022,handmade_2003",instances/278b9675cbaff7baeeb3e519746eec8d.cnf
7584bc55dbaae2de31941f555548aab5,142,378,142,378,xor-chain,zhang-lintao,unknown,7584bc55dbaae2de31941f555548aab5,handmade_2002,instances/7584bc55dbaae2de31941f555548aab5.cnf
9a3ea4f896180e6f43dbfd2c8beb11ed,142,378,142,378,xor-chain,zhang-lintao,unknown,9a3ea4f896180e6f43dbfd2c8beb11ed,handmade_2002,instances/9a3ea4f896180e6f43dbfd2c8beb11ed.cnf
b365e025ccf95ec129724ba8cb6aef27,142,378,142,378,xor-chain,zhang-lintao,unknown,b365e025ccf95ec129724ba8cb6aef27,handmade_2003,instances/b365e025ccf95ec129724ba8cb6aef27.cnf
c0a64bf7ffaec87cad2060938ecbf377,142,378,142,378,xor-chain,zhang-lintao,unknown,c0a64bf7ffaec87cad2060938ecbf377,handmade_2003,instances/c0a64bf7ffaec87cad2060938ecbf377.cnf
d94cfe712031abae0fc94e4310b319df,144,336,144,336,coloring,vangelder,unsat,d94cfe712031abae0fc94e4310b319df,"anni_2022,handmade_2002",instances/d94cfe712031abae0fc94e4310b319df.cnf
77b18f227ee94d32a489a552abd8ee6b,144,560,144,560,fpga-routing,aloul,sat,77b18f227ee94d32a489a552abd8ee6b,"anni_2022,industrial_2002",instances/77b18f227ee94d32a489a552abd8ee6b.cnf
a24ce4beb8c7dd7e5453e2a0456af8ee,144,688,144,688,miter,stanion,unsat,a24ce4beb8c7dd7e5453e2a0456af8ee,"anni_2022,handmade_2003",instances/a24ce4beb8c7dd7e5453e2a0456af8ee.cnf
b5dc71d1dec6eb8559e7246dbf49fa08,144,688,144,688,miter,stanion,unsat,b5dc71d1dec6eb8559e7246dbf49fa08,handmade_2003,instances/b5dc71d1dec6eb8559e7246dbf49fa08.cnf
ee59f6644f9629b6a12ef83f2c867911,144,688,144,688,miter,stanion,unsat,ee59f6644f9629b6a12ef83f2c867911,handmade_2003,instances/ee59f6644f9629b6a12ef83f2c867911.cnf
68eb522c6e1666736ff302a943cf722d,144,804,144,804,pigeon-hole,sabharwal,sat,68eb522c6e1666736ff302a943cf722d,"anni_2022,crafted_2005",instances/68eb522c6e1666736ff302a943cf722d.cnf
90fda6e7338d52aeb796636fde412daf,144,936,144,936,battleship,skvortsov,unsat,90fda6e7338d52aeb796636fde412daf,"anni_2022,crafted_2011,crafted_2012,main_2021",instances/90fda6e7338d52aeb796636fde412daf.cnf
8a8b184febd79c2c864b653cfb396a30,145,300,145,300,sgen,spence,unsat,8a8b184febd79c2c864b653cfb396a30,"anni_2022,crafted_2009",instances/8a8b184febd79c2c864b653cfb396a30.cnf
55148deb944978e35b4a432e20ec4ccb,145,590,145,590,subset-cardinality,elffers,unsat,55148deb944978e35b4a432e20ec4ccb,"anni_2022,crafted_2016",instances/55148deb944978e35b4a432e20ec4ccb.cnf
b628043a07c5576dd6cd21c9d73a69e0,149,606,149,606,subset-cardinality,elffers,unsat,b628043a07c5576dd6cd21c9d73a69e0,"anni_2022,crafted_2016,main_2025",instances/b628043a07c5576dd6cd21c9d73a69e0.cnf
2efb9075d56838fdcfb9e3bbd7634420,149,738,149,738,genurq,ostrowski,sat,2efb9075d56838fdcfb9e3bbd7634420,"anni_2022,handmade_2003",instances/2efb9075d56838fdcfb9e3bbd7634420.cnf
5a5fb82a3672ee898465aa8f1103147f,150,153,150,153,cover,gacek,unsat,5a5fb82a3672ee898465aa8f1103147f,"anni_2022,main_2020",instances/5a5fb82a3672ee898465aa8f1103147f.cnf
144799298ab4d0bb0506753fc4783b76,150,400,150,400,tseitin-formulas,jarvisalo,unsat,144799298ab4d0bb0506753fc4783b76,"anni_2022,crafted_2005",instances/144799298ab4d0bb0506753fc4783b76.cnf
2cff9418069a5ecdec821b6595a408de,150,400,150,400,tseitin-formulas,jarvisalo,unknown,2cff9418069a5ecdec821b6595a408de,crafted_2005,instances/2cff9418069a5ecdec821b6595a408de.cnf
946394f56829411ebe404c75e498fd36,150,400,150,400,tseitin-formulas,jarvisalo,unknown,946394f56829411ebe404c75e498fd36,crafted_2005,instances/946394f56829411ebe404c75e498fd36.cnf
69b4f3e5329c1d1460a2237d96e3e705,153,316,153,316,sgen,spence,unsat,69b4f3e5329c1d1460a2237d96e3e705,"anni_2022,crafted_2009",instances/69b4f3e5329c1d1460a2237d96e3e705.cnf
9603221bb41022050c8815e01cbfd0eb,153,316,153,316,sgen,spence,unsat,9603221bb41022050c8815e01cbfd0eb,crafted_2011,instances/9603221bb41022050c8815e01cbfd0eb.cnf
1331ea24e3f745eb350b712a3f341c7a,153,408,153,408,tseitin-formulas,chu-min-li,unknown,1331ea24e3f745eb350b712a3f341c7a,handmade_2002,instances/1331ea24e3f745eb350b712a3f341c7a.cnf
6cf6cd0a2880a940056886672270cd8b,153,408,153,408,tseitin-formulas,chu-min-li,unsat,6cf6cd0a2880a940056886672270cd8b,"anni_2022,handmade_2003,handmade_2004",instances/6cf6cd0a2880a940056886672270cd8b.cnf
8bcf7a159f222efa1ae718bd2a0e4897,153,693,153,693,battleship,skvortsov,sat,8bcf7a159f222efa1ae718bd2a0e4897,"anni_2022,crafted_2011",instances/8bcf7a159f222efa1ae718bd2a0e4897.cnf
d489e4de57680945d6c212fc5a4c5436,156,800,156,800,tseitin-formulas,bevan,unsat,d489e4de57680945d6c212fc5a4c5436,"anni_2022,handmade_2003",instances/d489e4de57680945d6c212fc5a4c5436.cnf
3aef3d8d02941ba7ddb18adc128259ae,156,937,156,937,pigeon-hole,reeves,unsat,3aef3d8d02941ba7ddb18adc128259ae,"anni_2022,main_2021",instances/3aef3d8d02941ba7ddb18adc128259ae.cnf
cb907723735deac3c664753c4be24c77,156,948,156,948,pigeon-hole,unknown,sat,cb907723735deac3c664753c4be24c77,crafted_2013,instances/cb907723735deac3c664753c4be24c77.cnf
49f4b5d61b27f71400b89c2693926fcd,157,638,157,638,subset-cardinality,elffers,unsat,49f4b5d61b27f71400b89c2693926fcd,"anni_2022,crafted_2016",instances/49f4b5d61b27f71400b89c2693926fcd.cnf
6b25002cab729db26fb2ee71ceed2efd,160,384,160,384,sgen,spence,unsat,6b25002cab729db26fb2ee71ceed2efd,"anni_2022,crafted_2014",instances/6b25002cab729db26fb2ee71ceed2efd.cnf
d0d1289b63159af0e27c15cc2235c274,160,384,160,384,sgen,spence,sat,d0d1289b63159af0e27c15cc2235c274,"crafted_2011,crafted_2012",instances/d0d1289b63159af0e27c15cc2235c274.cnf
e234484c7f5f02ca99e898301ec32f31,160,384,160,384,sgen,spence,sat,e234484c7f5f02ca99e898301ec32f31,"crafted_2012,crafted_2014",instances/e234484c7f5f02ca99e898301ec32f31.cnf
f9abcc53e363e33bd31203b341dfc73c,160,384,160,384,sgen,spence,sat,f9abcc53e363e33bd31203b341dfc73c,"crafted_2009,crafted_2012",instances/f9abcc53e363e33bd31203b341dfc73c.cnf
073c28dfd3204f4c51e03c297ac841c1,160,640,160,640,tseitin-formulas,jarvisalo,unsat,073c28dfd3204f4c51e03c297ac841c1,"anni_2022,crafted_2005",instances/073c28dfd3204f4c51e03c297ac841c1.cnf
15dd34d2688e86cf9490588908069040,160,640,160,640,tseitin-formulas,jarvisalo,unsat,15dd34d2688e86cf9490588908069040,"crafted_2007,crafted_2009,crafted_2012",instances/15dd34d2688e86cf9490588908069040.cnf
7b15dcbf004018816086944c226b3a62,160,640,160,640,tseitin-formulas,jarvisalo,unknown,7b15dcbf004018816086944c226b3a62,crafted_2005,instances/7b15dcbf004018816086944c226b3a62.cnf
a56ab2201cdd0da822712a35fb75843f,160,640,160,640,tseitin-formulas,jarvisalo,unknown,a56ab2201cdd0da822712a35fb75843f,crafted_2005,instances/a56ab2201cdd0da822712a35fb75843f.cnf
11ba9953b9ae8475f05de36bfd6ec21f,160,686,160,686,coloring,pehoushek,sat,11ba9953b9ae8475f05de36bfd6ec21f,"anni_2022,handmade_2002",instances/11ba9953b9ae8475f05de36bfd6ec21f.cnf
2b8b0161c772b1470b0a754b8c93ccc0,160,686,160,686,coloring,pehoushek,sat,2b8b0161c772b1470b0a754b8c93ccc0,handmade_2002,instances/2b8b0161c772b1470b0a754b8c93ccc0.cnf
8188f17216adc523f5f5c46770c9b923,160,686,160,686,coloring,pehoushek,sat,8188f17216adc523f5f5c46770c9b923,handmade_2002,instances/8188f17216adc523f5f5c46770c9b923.cnf
a50f47f4f7b94f8291e2a9027bb77bc1,160,686,160,686,coloring,pehoushek,sat,a50f47f4f7b94f8291e2a9027bb77bc1,handmade_2002,instances/a50f47f4f7b94f8291e2a9027bb77bc1.cnf
b94b22c47464dd91afb00167a39c6624,160,686,160,686,coloring,pehoushek,sat,b94b22c47464dd91afb00167a39c6624,handmade_2002,instances/b94b22c47464dd91afb00167a39c6624.cnf
c12257477959bf4c4ff8f4c56ab06ed5,160,686,160,686,coloring,pehoushek,sat,c12257477959bf4c4ff8f4c56ab06ed5,handmade_2002,instances/c12257477959bf4c4ff8f4c56ab06ed5.cnf
c67c094b3675dd538b3bc0afb68a2d3b,160,686,160,686,coloring,pehoushek,sat,c67c094b3675dd538b3bc0afb68a2d3b,handmade_2002,instances/c67c094b3675dd538b3bc0afb68a2d3b.cnf
cf90ff0a22cc1844550e43fea9a1d49d,160,686,160,686,coloring,pehoushek,sat,cf90ff0a22cc1844550e43fea9a1d49d,handmade_2002,instances/cf90ff0a22cc1844550e43fea9a1d49d.cnf
f02fadf5506089edc95d31c7b3d94c26,160,686,160,686,coloring,pehoushek,sat,f02fadf5506089edc95d31c7b3d94c26,handmade_2002,instances/f02fadf5506089edc95d31c7b3d94c26.cnf
