2026-07-18T20:00:37+00:00 original3_mprefix supervisor launch attempt 1
original3_mprefix: 70000/100000 best=0.487003s at eval 54075 elapsed=9854.1s
original3_mprefix: 70100/100000 best=0.487003s at eval 54075 elapsed=9864.1s
original3_mprefix: 70200/100000 best=0.487003s at eval 54075 elapsed=9878.3s
original3_mprefix: 70300/100000 best=0.487003s at eval 54075 elapsed=9893.5s
original3_mprefix: 70400/100000 best=0.487003s at eval 54075 elapsed=9909.8s
original3_mprefix: 70500/100000 best=0.487003s at eval 54075 elapsed=9929.1s
original3_mprefix: 70600/100000 best=0.487003s at eval 54075 elapsed=9944.1s
original3_mprefix: 70700/100000 best=0.487003s at eval 54075 elapsed=9963.3s
original3_mprefix: 70800/100000 best=0.487003s at eval 54075 elapsed=9972.7s
original3_mprefix: 70900/100000 best=0.487003s at eval 54075 elapsed=9985.1s
original3_mprefix: 71000/100000 best=0.487003s at eval 54075 elapsed=10000.8s
original3_mprefix: 71100/100000 best=0.487003s at eval 54075 elapsed=10014.4s
original3_mprefix: 71200/100000 best=0.487003s at eval 54075 elapsed=10023.5s
original3_mprefix: 71300/100000 best=0.487003s at eval 54075 elapsed=10038.9s
original3_mprefix: 71400/100000 best=0.487003s at eval 54075 elapsed=10052.2s
original3_mprefix: 71500/100000 best=0.487003s at eval 54075 elapsed=10067.5s
original3_mprefix: 71600/100000 best=0.487003s at eval 54075 elapsed=10083.1s
original3_mprefix: 71700/100000 best=0.487003s at eval 54075 elapsed=10094.5s
original3_mprefix: 71800/100000 best=0.487003s at eval 54075 elapsed=10105.4s
original3_mprefix: 71900/100000 best=0.487003s at eval 54075 elapsed=10120.7s
original3_mprefix: 72000/100000 best=0.487003s at eval 54075 elapsed=10134.1s
original3_mprefix: 72100/100000 best=0.487003s at eval 54075 elapsed=10149.9s
original3_mprefix: 72200/100000 best=0.487003s at eval 54075 elapsed=10167.2s
original3_mprefix: 72300/100000 best=0.487003s at eval 54075 elapsed=10188.6s
original3_mprefix: 72400/100000 best=0.487003s at eval 54075 elapsed=10196.2s
original3_mprefix: 72500/100000 best=0.487003s at eval 54075 elapsed=10207.6s
original3_mprefix: 72600/100000 best=0.487003s at eval 54075 elapsed=10221.3s
original3_mprefix: 72700/100000 best=0.487003s at eval 54075 elapsed=10237.0s
original3_mprefix: 72800/100000 best=0.487003s at eval 54075 elapsed=10248.9s
original3_mprefix: 72900/100000 best=0.487003s at eval 54075 elapsed=10260.2s
original3_mprefix: 73000/100000 best=0.487003s at eval 54075 elapsed=10271.4s
original3_mprefix: 73100/100000 best=0.487003s at eval 54075 elapsed=10290.2s
original3_mprefix: 73200/100000 best=0.487003s at eval 54075 elapsed=10299.5s
original3_mprefix: 73300/100000 best=0.487003s at eval 54075 elapsed=10309.9s
original3_mprefix: 73400/100000 best=0.487003s at eval 54075 elapsed=10326.2s
original3_mprefix: 73500/100000 best=0.487003s at eval 54075 elapsed=10339.9s
original3_mprefix: 73600/100000 best=0.487003s at eval 54075 elapsed=10349.1s
original3_mprefix: 73700/100000 best=0.487003s at eval 54075 elapsed=10362.8s
original3_mprefix: 73800/100000 best=0.487003s at eval 54075 elapsed=10375.4s
original3_mprefix: 73900/100000 best=0.487003s at eval 54075 elapsed=10385.4s
original3_mprefix: 74000/100000 best=0.487003s at eval 54075 elapsed=10395.2s
original3_mprefix: 74100/100000 best=0.487003s at eval 54075 elapsed=10407.3s
original3_mprefix: 74200/100000 best=0.487003s at eval 54075 elapsed=10417.7s
original3_mprefix: 74300/100000 best=0.487003s at eval 54075 elapsed=10426.9s
original3_mprefix: 74400/100000 best=0.487003s at eval 54075 elapsed=10440.0s
original3_mprefix: 74500/100000 best=0.487003s at eval 54075 elapsed=10448.6s
original3_mprefix: 74600/100000 best=0.487003s at eval 54075 elapsed=10460.0s
original3_mprefix: 74700/100000 best=0.487003s at eval 54075 elapsed=10470.7s
original3_mprefix: 74800/100000 best=0.487003s at eval 54075 elapsed=10483.0s
original3_mprefix: 74900/100000 best=0.487003s at eval 54075 elapsed=10497.5s
original3_mprefix: 75000/100000 best=0.487003s at eval 54075 elapsed=10507.7s
original3_mprefix: 75100/100000 best=0.487003s at eval 54075 elapsed=10521.1s
original3_mprefix: 75200/100000 best=0.487003s at eval 54075 elapsed=10531.0s
original3_mprefix: 75300/100000 best=0.487003s at eval 54075 elapsed=10543.9s
original3_mprefix: 75400/100000 best=0.487003s at eval 54075 elapsed=10558.0s
original3_mprefix: 75500/100000 best=0.487003s at eval 54075 elapsed=10569.8s
original3_mprefix: 75600/100000 best=0.487003s at eval 54075 elapsed=10584.5s
original3_mprefix: 75700/100000 best=0.487003s at eval 54075 elapsed=10602.3s
original3_mprefix: 75800/100000 best=0.487003s at eval 54075 elapsed=10615.5s
original3_mprefix: 75900/100000 best=0.487003s at eval 54075 elapsed=10621.9s
original3_mprefix: 76000/100000 best=0.487003s at eval 54075 elapsed=10636.3s
original3_mprefix: 76100/100000 best=0.487003s at eval 54075 elapsed=10647.9s
original3_mprefix: 76200/100000 best=0.487003s at eval 54075 elapsed=10666.2s
original3_mprefix: 76300/100000 best=0.487003s at eval 54075 elapsed=10678.9s
original3_mprefix: 76400/100000 best=0.487003s at eval 54075 elapsed=10700.6s
original3_mprefix: 76500/100000 best=0.487003s at eval 54075 elapsed=10715.4s
original3_mprefix: 76600/100000 best=0.487003s at eval 54075 elapsed=10728.9s
original3_mprefix: 76700/100000 best=0.487003s at eval 54075 elapsed=10746.6s
original3_mprefix: 76800/100000 best=0.487003s at eval 54075 elapsed=10759.1s
original3_mprefix: 76900/100000 best=0.487003s at eval 54075 elapsed=10769.1s
original3_mprefix: 77000/100000 best=0.487003s at eval 54075 elapsed=10778.0s
original3_mprefix: 77100/100000 best=0.487003s at eval 54075 elapsed=10794.5s
original3_mprefix: 77200/100000 best=0.487003s at eval 54075 elapsed=10807.5s
original3_mprefix: 77300/100000 best=0.487003s at eval 54075 elapsed=10832.1s
original3_mprefix: 77400/100000 best=0.487003s at eval 54075 elapsed=10844.6s
original3_mprefix: 77500/100000 best=0.487003s at eval 54075 elapsed=10861.0s
original3_mprefix: 77600/100000 best=0.487003s at eval 54075 elapsed=10876.0s
original3_mprefix: 77700/100000 best=0.487003s at eval 54075 elapsed=10883.1s
original3_mprefix: 77800/100000 best=0.487003s at eval 54075 elapsed=10891.5s
original3_mprefix: 77900/100000 best=0.487003s at eval 54075 elapsed=10907.1s
original3_mprefix: 78000/100000 best=0.487003s at eval 54075 elapsed=10923.2s
original3_mprefix: 78100/100000 best=0.487003s at eval 54075 elapsed=10946.5s
original3_mprefix: 78200/100000 best=0.487003s at eval 54075 elapsed=10966.3s
original3_mprefix: 78300/100000 best=0.487003s at eval 54075 elapsed=10977.7s
original3_mprefix: 78400/100000 best=0.487003s at eval 54075 elapsed=10989.2s
original3_mprefix: 78500/100000 best=0.487003s at eval 54075 elapsed=11004.9s
original3_mprefix: 78600/100000 best=0.487003s at eval 54075 elapsed=11018.2s
original3_mprefix: 78700/100000 best=0.487003s at eval 54075 elapsed=11028.2s
original3_mprefix: 78800/100000 best=0.487003s at eval 54075 elapsed=11039.8s
original3_mprefix: 78900/100000 best=0.487003s at eval 54075 elapsed=11057.7s
original3_mprefix: 79000/100000 best=0.487003s at eval 54075 elapsed=11067.7s
original3_mprefix: 79100/100000 best=0.487003s at eval 54075 elapsed=11087.9s
original3_mprefix: 79200/100000 best=0.487003s at eval 54075 elapsed=11103.1s
original3_mprefix: 79300/100000 best=0.487003s at eval 54075 elapsed=11112.1s
original3_mprefix: 79400/100000 best=0.487003s at eval 54075 elapsed=11125.2s
original3_mprefix: 79500/100000 best=0.487003s at eval 54075 elapsed=11139.3s
original3_mprefix: 79600/100000 best=0.487003s at eval 54075 elapsed=11156.9s
original3_mprefix: 79700/100000 best=0.487003s at eval 54075 elapsed=11170.4s
original3_mprefix: 79800/100000 best=0.487003s at eval 54075 elapsed=11186.9s
original3_mprefix: 79900/100000 best=0.487003s at eval 54075 elapsed=11197.1s
original3_mprefix: 80000/100000 best=0.487003s at eval 54075 elapsed=11204.5s
original3_mprefix: 80100/100000 best=0.487003s at eval 54075 elapsed=11216.7s
original3_mprefix: 80200/100000 best=0.487003s at eval 54075 elapsed=11230.5s
original3_mprefix: 80300/100000 best=0.487003s at eval 54075 elapsed=11244.0s
original3_mprefix: 80400/100000 best=0.487003s at eval 54075 elapsed=11256.9s
original3_mprefix: 80500/100000 best=0.487003s at eval 54075 elapsed=11268.2s
original3_mprefix: 80600/100000 best=0.487003s at eval 54075 elapsed=11288.8s
original3_mprefix: 80700/100000 best=0.487003s at eval 54075 elapsed=11303.8s
original3_mprefix: 80800/100000 best=0.487003s at eval 54075 elapsed=11316.6s
original3_mprefix: 80900/100000 best=0.487003s at eval 54075 elapsed=11335.5s
original3_mprefix: 81000/100000 best=0.487003s at eval 54075 elapsed=11353.9s
original3_mprefix: 81100/100000 best=0.487003s at eval 54075 elapsed=11369.2s
original3_mprefix: 81200/100000 best=0.487003s at eval 54075 elapsed=11392.2s
original3_mprefix: 81300/100000 best=0.487003s at eval 54075 elapsed=11398.2s
original3_mprefix: 81400/100000 best=0.487003s at eval 54075 elapsed=11411.9s
original3_mprefix: 81500/100000 best=0.487003s at eval 54075 elapsed=11429.2s
original3_mprefix: 81600/100000 best=0.487003s at eval 54075 elapsed=11441.3s
original3_mprefix: 81700/100000 best=0.487003s at eval 54075 elapsed=11456.3s
original3_mprefix: 81800/100000 best=0.487003s at eval 54075 elapsed=11474.5s
original3_mprefix: 81900/100000 best=0.487003s at eval 54075 elapsed=11482.7s
original3_mprefix: 82000/100000 best=0.487003s at eval 54075 elapsed=11493.2s
original3_mprefix: 82100/100000 best=0.487003s at eval 54075 elapsed=11509.2s
original3_mprefix: 82200/100000 best=0.487003s at eval 54075 elapsed=11523.5s
original3_mprefix: 82300/100000 best=0.487003s at eval 54075 elapsed=11535.3s
original3_mprefix: 82400/100000 best=0.487003s at eval 54075 elapsed=11551.3s
original3_mprefix: 82500/100000 best=0.487003s at eval 54075 elapsed=11567.6s
original3_mprefix: 82600/100000 best=0.487003s at eval 54075 elapsed=11583.3s
original3_mprefix: 82700/100000 best=0.487003s at eval 54075 elapsed=11600.6s
original3_mprefix: 82800/100000 best=0.487003s at eval 54075 elapsed=11610.9s
original3_mprefix: 82900/100000 best=0.487003s at eval 54075 elapsed=11621.1s
original3_mprefix: 83000/100000 best=0.487003s at eval 54075 elapsed=11633.2s
original3_mprefix: 83100/100000 best=0.487003s at eval 54075 elapsed=11645.7s
original3_mprefix: 83200/100000 best=0.487003s at eval 54075 elapsed=11659.7s
original3_mprefix: 83300/100000 best=0.487003s at eval 54075 elapsed=11671.0s
original3_mprefix: 83400/100000 best=0.487003s at eval 54075 elapsed=11681.5s
original3_mprefix: 83500/100000 best=0.487003s at eval 54075 elapsed=11694.4s
original3_mprefix: 83600/100000 best=0.487003s at eval 54075 elapsed=11712.8s
original3_mprefix: 83700/100000 best=0.487003s at eval 54075 elapsed=11728.3s
original3_mprefix: 83800/100000 best=0.487003s at eval 54075 elapsed=11742.5s
original3_mprefix: 83900/100000 best=0.487003s at eval 54075 elapsed=11750.6s
original3_mprefix: 84000/100000 best=0.487003s at eval 54075 elapsed=11761.8s
original3_mprefix: 84100/100000 best=0.487003s at eval 54075 elapsed=11783.2s
original3_mprefix: 84200/100000 best=0.487003s at eval 54075 elapsed=11797.8s
original3_mprefix: 84300/100000 best=0.487003s at eval 54075 elapsed=11809.6s
original3_mprefix: 84400/100000 best=0.487003s at eval 54075 elapsed=11820.2s
original3_mprefix: 84500/100000 best=0.487003s at eval 54075 elapsed=11839.1s
original3_mprefix: 84600/100000 best=0.487003s at eval 54075 elapsed=11851.7s
original3_mprefix: 84700/100000 best=0.487003s at eval 54075 elapsed=11862.0s
original3_mprefix: 84800/100000 best=0.487003s at eval 54075 elapsed=11871.1s
original3_mprefix: 84900/100000 best=0.487003s at eval 54075 elapsed=11880.8s
original3_mprefix: 85000/100000 best=0.487003s at eval 54075 elapsed=11895.0s
original3_mprefix: 85100/100000 best=0.487003s at eval 54075 elapsed=11909.9s
original3_mprefix: 85200/100000 best=0.487003s at eval 54075 elapsed=11933.5s
original3_mprefix: 85300/100000 best=0.487003s at eval 54075 elapsed=11943.9s
original3_mprefix: 85400/100000 best=0.487003s at eval 54075 elapsed=11954.1s
original3_mprefix: 85500/100000 best=0.487003s at eval 54075 elapsed=11964.6s
original3_mprefix: 85600/100000 best=0.487003s at eval 54075 elapsed=11973.0s
original3_mprefix: 85700/100000 best=0.487003s at eval 54075 elapsed=11987.5s
original3_mprefix: 85800/100000 best=0.487003s at eval 54075 elapsed=11998.3s
original3_mprefix: 85900/100000 best=0.487003s at eval 54075 elapsed=12008.8s
original3_mprefix: 86000/100000 best=0.487003s at eval 54075 elapsed=12022.4s
original3_mprefix: 86100/100000 best=0.487003s at eval 54075 elapsed=12041.9s
original3_mprefix: 86200/100000 best=0.487003s at eval 54075 elapsed=12066.0s
original3_mprefix: 86300/100000 best=0.487003s at eval 54075 elapsed=12081.3s
original3_mprefix: 86400/100000 best=0.487003s at eval 54075 elapsed=12092.9s
original3_mprefix: 86500/100000 best=0.487003s at eval 54075 elapsed=12107.9s
original3_mprefix: 86600/100000 best=0.487003s at eval 54075 elapsed=12121.2s
original3_mprefix: 86700/100000 best=0.487003s at eval 54075 elapsed=12134.2s
original3_mprefix: 86800/100000 best=0.487003s at eval 54075 elapsed=12150.7s
original3_mprefix: 86900/100000 best=0.487003s at eval 54075 elapsed=12163.7s
original3_mprefix: 87000/100000 best=0.487003s at eval 54075 elapsed=12182.2s
original3_mprefix: 87100/100000 best=0.487003s at eval 54075 elapsed=12196.9s
original3_mprefix: 87200/100000 best=0.487003s at eval 54075 elapsed=12213.9s
original3_mprefix: 87300/100000 best=0.487003s at eval 54075 elapsed=12222.0s
original3_mprefix: 87400/100000 best=0.487003s at eval 54075 elapsed=12237.4s
original3_mprefix: 87500/100000 best=0.487003s at eval 54075 elapsed=12246.1s
original3_mprefix: 87600/100000 best=0.487003s at eval 54075 elapsed=12266.0s
original3_mprefix: 87700/100000 best=0.487003s at eval 54075 elapsed=12274.7s
original3_mprefix: 87800/100000 best=0.487003s at eval 54075 elapsed=12289.8s
original3_mprefix: 87900/100000 best=0.487003s at eval 54075 elapsed=12300.0s
original3_mprefix: 88000/100000 best=0.487003s at eval 54075 elapsed=12312.6s
original3_mprefix: 88100/100000 best=0.487003s at eval 54075 elapsed=12323.4s
original3_mprefix: 88200/100000 best=0.487003s at eval 54075 elapsed=12335.7s
original3_mprefix: 88300/100000 best=0.487003s at eval 54075 elapsed=12352.0s
original3_mprefix: 88400/100000 best=0.487003s at eval 54075 elapsed=12383.4s
original3_mprefix: 88500/100000 best=0.487003s at eval 54075 elapsed=12402.7s
original3_mprefix: 88600/100000 best=0.487003s at eval 54075 elapsed=12413.2s
original3_mprefix: 88700/100000 best=0.487003s at eval 54075 elapsed=12423.8s
original3_mprefix: 88800/100000 best=0.487003s at eval 54075 elapsed=12439.6s
original3_mprefix: 88900/100000 best=0.487003s at eval 54075 elapsed=12453.2s
original3_mprefix: 89000/100000 best=0.487003s at eval 54075 elapsed=12463.8s
original3_mprefix: 89100/100000 best=0.487003s at eval 54075 elapsed=12476.3s
original3_mprefix: 89200/100000 best=0.487003s at eval 54075 elapsed=12493.8s
original3_mprefix: 89300/100000 best=0.487003s at eval 54075 elapsed=12504.6s
original3_mprefix: 89400/100000 best=0.487003s at eval 54075 elapsed=12516.4s
original3_mprefix: 89500/100000 best=0.487003s at eval 54075 elapsed=12525.6s
original3_mprefix: 89600/100000 best=0.487003s at eval 54075 elapsed=12543.7s
original3_mprefix: 89700/100000 best=0.487003s at eval 54075 elapsed=12555.1s
original3_mprefix: 89800/100000 best=0.487003s at eval 54075 elapsed=12568.4s
original3_mprefix: 89900/100000 best=0.487003s at eval 54075 elapsed=12588.2s
original3_mprefix: 90000/100000 best=0.487003s at eval 54075 elapsed=12595.9s
original3_mprefix: 90100/100000 best=0.487003s at eval 54075 elapsed=12608.0s
original3_mprefix: 90200/100000 best=0.487003s at eval 54075 elapsed=12615.7s
original3_mprefix: 90300/100000 best=0.487003s at eval 54075 elapsed=12626.8s
original3_mprefix: 90400/100000 best=0.487003s at eval 54075 elapsed=12641.6s
original3_mprefix: 90500/100000 best=0.487003s at eval 54075 elapsed=12665.2s
original3_mprefix: 90600/100000 best=0.487003s at eval 54075 elapsed=12682.1s
original3_mprefix: 90700/100000 best=0.487003s at eval 54075 elapsed=12691.9s
original3_mprefix: 90800/100000 best=0.487003s at eval 54075 elapsed=12713.1s
original3_mprefix: 90900/100000 best=0.487003s at eval 54075 elapsed=12726.9s
original3_mprefix: 91000/100000 best=0.487003s at eval 54075 elapsed=12741.7s
original3_mprefix: 91100/100000 best=0.487003s at eval 54075 elapsed=12750.5s
original3_mprefix: 91200/100000 best=0.487003s at eval 54075 elapsed=12761.4s
original3_mprefix: 91300/100000 best=0.487003s at eval 54075 elapsed=12772.3s
original3_mprefix: 91400/100000 best=0.487003s at eval 54075 elapsed=12789.3s
original3_mprefix: 91500/100000 best=0.487003s at eval 54075 elapsed=12806.3s
original3_mprefix: 91600/100000 best=0.487003s at eval 54075 elapsed=12819.3s
original3_mprefix: 91700/100000 best=0.487003s at eval 54075 elapsed=12843.9s
original3_mprefix: 91800/100000 best=0.487003s at eval 54075 elapsed=12852.6s
original3_mprefix: 91900/100000 best=0.487003s at eval 54075 elapsed=12862.0s
original3_mprefix: 92000/100000 best=0.487003s at eval 54075 elapsed=12875.1s
original3_mprefix: 92100/100000 best=0.487003s at eval 54075 elapsed=12890.7s
original3_mprefix: 92200/100000 best=0.487003s at eval 54075 elapsed=12907.9s
original3_mprefix: 92300/100000 best=0.487003s at eval 54075 elapsed=12936.2s
original3_mprefix: 92400/100000 best=0.487003s at eval 54075 elapsed=12947.8s
original3_mprefix: 92500/100000 best=0.487003s at eval 54075 elapsed=12952.3s
original3_mprefix: 92600/100000 best=0.487003s at eval 54075 elapsed=12974.0s
original3_mprefix: 92700/100000 best=0.487003s at eval 54075 elapsed=12990.5s
original3_mprefix: 92800/100000 best=0.487003s at eval 54075 elapsed=13005.8s
original3_mprefix: 92900/100000 best=0.487003s at eval 54075 elapsed=13018.2s
original3_mprefix: 93000/100000 best=0.487003s at eval 54075 elapsed=13032.7s
original3_mprefix: 93100/100000 best=0.487003s at eval 54075 elapsed=13046.5s
original3_mprefix: 93200/100000 best=0.487003s at eval 54075 elapsed=13058.4s
original3_mprefix: 93300/100000 best=0.487003s at eval 54075 elapsed=13069.0s
original3_mprefix: 93400/100000 best=0.487003s at eval 54075 elapsed=13078.9s
original3_mprefix: 93500/100000 best=0.487003s at eval 54075 elapsed=13090.1s
original3_mprefix: 93600/100000 best=0.487003s at eval 54075 elapsed=13103.4s
original3_mprefix: 93700/100000 best=0.487003s at eval 54075 elapsed=13115.7s
original3_mprefix: 93800/100000 best=0.487003s at eval 54075 elapsed=13136.2s
original3_mprefix: 93900/100000 best=0.487003s at eval 54075 elapsed=13149.0s
original3_mprefix: 94000/100000 best=0.487003s at eval 54075 elapsed=13158.6s
original3_mprefix: 94100/100000 best=0.487003s at eval 54075 elapsed=13173.4s
original3_mprefix: 94200/100000 best=0.487003s at eval 54075 elapsed=13184.7s
original3_mprefix: 94300/100000 best=0.487003s at eval 54075 elapsed=13197.6s
original3_mprefix: 94400/100000 best=0.487003s at eval 54075 elapsed=13214.7s
original3_mprefix: 94500/100000 best=0.487003s at eval 54075 elapsed=13223.4s
original3_mprefix: 94600/100000 best=0.487003s at eval 54075 elapsed=13236.8s
original3_mprefix: 94700/100000 best=0.487003s at eval 54075 elapsed=13254.7s
original3_mprefix: 94800/100000 best=0.487003s at eval 54075 elapsed=13262.8s
original3_mprefix: 94900/100000 best=0.487003s at eval 54075 elapsed=13276.8s
original3_mprefix: 95000/100000 best=0.487003s at eval 54075 elapsed=13288.9s
original3_mprefix: 95100/100000 best=0.487003s at eval 54075 elapsed=13299.0s
original3_mprefix: 95200/100000 best=0.487003s at eval 54075 elapsed=13311.3s
original3_mprefix: 95300/100000 best=0.487003s at eval 54075 elapsed=13325.7s
original3_mprefix: 95400/100000 best=0.487003s at eval 54075 elapsed=13346.6s
original3_mprefix: 95500/100000 best=0.487003s at eval 54075 elapsed=13356.5s
original3_mprefix: 95600/100000 best=0.487003s at eval 54075 elapsed=13365.7s
original3_mprefix: 95700/100000 best=0.487003s at eval 54075 elapsed=13384.5s
original3_mprefix: 95800/100000 best=0.487003s at eval 54075 elapsed=13399.1s
original3_mprefix: 95900/100000 best=0.487003s at eval 54075 elapsed=13417.1s
original3_mprefix: 96000/100000 best=0.487003s at eval 54075 elapsed=13429.5s
original3_mprefix: 96100/100000 best=0.487003s at eval 54075 elapsed=13437.9s
original3_mprefix: 96200/100000 best=0.487003s at eval 54075 elapsed=13448.9s
original3_mprefix: 96300/100000 best=0.487003s at eval 54075 elapsed=13463.3s
original3_mprefix: 96400/100000 best=0.487003s at eval 54075 elapsed=13474.2s
original3_mprefix: 96500/100000 best=0.487003s at eval 54075 elapsed=13488.9s
original3_mprefix: 96600/100000 best=0.487003s at eval 54075 elapsed=13504.7s
original3_mprefix: 96700/100000 best=0.487003s at eval 54075 elapsed=13517.7s
original3_mprefix: 96800/100000 best=0.487003s at eval 54075 elapsed=13531.7s
original3_mprefix: 96900/100000 best=0.487003s at eval 54075 elapsed=13541.2s
original3_mprefix: 97000/100000 best=0.487003s at eval 54075 elapsed=13549.8s
original3_mprefix: 97100/100000 best=0.487003s at eval 54075 elapsed=13564.3s
original3_mprefix: 97200/100000 best=0.487003s at eval 54075 elapsed=13580.1s
original3_mprefix: 97300/100000 best=0.487003s at eval 54075 elapsed=13589.7s
original3_mprefix: 97400/100000 best=0.487003s at eval 54075 elapsed=13602.8s
original3_mprefix: 97500/100000 best=0.487003s at eval 54075 elapsed=13616.2s
original3_mprefix: 97600/100000 best=0.487003s at eval 54075 elapsed=13641.2s
original3_mprefix: 97700/100000 best=0.487003s at eval 54075 elapsed=13659.2s
original3_mprefix: 97800/100000 best=0.487003s at eval 54075 elapsed=13675.2s
original3_mprefix: 97900/100000 best=0.487003s at eval 54075 elapsed=13688.0s
original3_mprefix: 98000/100000 best=0.487003s at eval 54075 elapsed=13708.0s
original3_mprefix: 98100/100000 best=0.487003s at eval 54075 elapsed=13731.7s
original3_mprefix: 98200/100000 best=0.487003s at eval 54075 elapsed=13745.3s
original3_mprefix: 98300/100000 best=0.487003s at eval 54075 elapsed=13772.8s
original3_mprefix: 98400/100000 best=0.487003s at eval 54075 elapsed=13787.1s
original3_mprefix: 98500/100000 best=0.487003s at eval 54075 elapsed=13796.8s
original3_mprefix: 98600/100000 best=0.487003s at eval 54075 elapsed=13807.1s
original3_mprefix: 98700/100000 best=0.487003s at eval 54075 elapsed=13819.4s
original3_mprefix: 98800/100000 best=0.487003s at eval 54075 elapsed=13839.9s
original3_mprefix: 98900/100000 best=0.487003s at eval 54075 elapsed=13849.9s
original3_mprefix: 99000/100000 best=0.487003s at eval 54075 elapsed=13859.1s
original3_mprefix: 99100/100000 best=0.487003s at eval 54075 elapsed=13872.7s
original3_mprefix: 99200/100000 best=0.487003s at eval 54075 elapsed=13886.7s
original3_mprefix: 99300/100000 best=0.487003s at eval 54075 elapsed=13895.8s
original3_mprefix: 99400/100000 best=0.487003s at eval 54075 elapsed=13910.2s
original3_mprefix: 99500/100000 best=0.487003s at eval 54075 elapsed=13929.5s
original3_mprefix: 99600/100000 best=0.487003s at eval 54075 elapsed=13938.7s
original3_mprefix: 99700/100000 best=0.487003s at eval 54075 elapsed=13952.3s
original3_mprefix: 99800/100000 best=0.487003s at eval 54075 elapsed=13965.8s
original3_mprefix: 99900/100000 best=0.487003s at eval 54075 elapsed=13977.3s
original3_mprefix: 100000/100000 best=0.487003s at eval 54075 elapsed=13996.0s
wrote current_machine_rebench/results/sat_randomsearch/original3_mprefix.json
2026-07-18T23:53:55+00:00 original3_mprefix screen completed
